ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
TGO,NGDP_R,Togo,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2013 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000. for the GDP deflator, there is a little discrepancy Chain-weighted: No Primary domestic currency: CFA franc Data last updated: 08/2017",715.31,690.853,665.24,630.938,668.044,692.876,715.467,697.695,768.33,799.832,847,842,815,682,777,930,894,928,907,930,921,909,897,941,963.8,976,1014,1035,1060,1097.1,1141.75,1196.45,1267.16,1344.46,1417.06,1492.16,1566.77,1645.11,1732.3,1825.84,1928.09,2036.06,2150.08,2013
TON,NGDP_R,Tonga,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Central Bank. National Reserve Bank of Tonga Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. Authority has revised the base year to FY2010/11, but we submit data as of calendar year which refers to the average of two fiscal years (July/June). For example, CY2010 is the average of fiscal years 2009/10 and 2010/11. Chain-weighted: No Primary domestic currency: Tongan pa?anga Data last updated: 09/2017",0.254,0.29,0.327,0.346,0.498,0.526,0.572,0.582,0.562,0.568,0.595,0.63,0.606,0.605,0.617,0.645,0.645,0.624,0.646,0.661,0.668,0.689,0.705,0.712,0.721,0.723,0.705,0.701,0.72,0.741,0.764,0.778,0.77,0.765,0.788,0.815,0.84,0.866,0.894,0.92,0.941,0.957,0.971,2016
TTO,NGDP_R,Trinidad and Tobago,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 Notes: Data prior to 1999 is based on interpolation of real GDP series base 1970 and base 1985. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: Trinidad and Tobago dollar Data last updated: 09/2017,42.294,44.077,45.756,41.037,38.677,37.083,35.866,34.23,32.889,33.091,32.818,33.313,34.206,33.643,33.154,35.715,38.263,41.142,44.485,48.054,51.371,53.512,57.759,66.1,71.355,75.786,85.795,89.874,92.923,88.842,91.794,91.524,92.708,95.169,94.621,94.073,89.024,86.196,87.796,89.717,91.196,92.446,93.724,2016
TUN,NGDP_R,Tunisia,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2014 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2004. Yes, from 2004 Chain-weighted: Yes, from 2009 Primary domestic currency: Tunisian dinar Data last updated: 08/2017",14.28,15.068,14.996,15.697,16.596,17.537,17.282,18.44,18.453,18.929,20.268,21.107,22.798,23.362,24.21,24.857,26.56,28.081,29.475,31.248,32.592,34.172,34.753,36.654,38.839,40.392,42.676,45.345,47.367,48.842,50.105,49.144,51.061,52.31,53.49,54.078,54.619,55.893,57.588,59.628,62.085,64.755,67.539,2014
TUR,NGDP_R,Turkey,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: Haver Analytics. Formally, the Turkish Statistical Institute (TurkStat) Latest actual data: 2016. For quarterly data, latest actual is 2017Q2. National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 2009 Primary domestic currency: Turkish lira Data last updated: 09/2017",308.368,321.828,332.864,348.701,372.491,388.354,415.31,456.954,466.647,467.827,511.125,515.858,546.729,590.699,558.471,598.625,640.571,688.791,710.091,686.024,731.577,687.958,732.195,773.259,847.834,924.223,989.933,1039.73,1048.52,999.192,1084,1204.47,1262.16,1369.33,1440.08,1527.73,1576.37,1656.93,1714.66,1774.61,1836.92,1902.87,1971.27,2016
TKM,NGDP_R,Turkmenistan,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Turkmenistan authorities and IMF staff estimates and projections. Latest actual data: 2015 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2008 Chain-weighted: Yes, from 2000 Primary domestic currency: New Turkmen manat Data last updated: 09/2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,19.622,17.66,14.605,13.553,12.645,11.216,11.968,13.942,16.534,19.905,23.044,26.983,30.947,34.983,38.82,43.112,49.47,52.504,57.313,65.75,73.016,80.436,88.758,94.485,100.361,106.889,113.608,119.426,125.406,132.026,139.106,2015
TUV,NGDP_R,Tuvalu,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: PFTAC advisors Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Australian dollar Data last updated: 09/2017,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.028,0.029,0.031,0.03,0.03,0.028,0.029,0.031,0.034,0.032,0.031,0.034,0.032,0.034,0.034,0.037,0.038,0.04,0.041,0.042,0.042,0.043,0.044,2015
UGA,NGDP_R,Uganda,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016. Historical data are in CY, but projections are conversions using averages of FY. For example, the projection of 2018 is the average of 2017/18 and 2018/19. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. FY2013/14  growth estimates agreed upon between staff and the authorities at the time of the second PSI review do not coincide with projections from the Uganda Bureau of Statistics (UBOS). UBOS is to release preliminary outturns in October, 2014 Start/end months of reporting year: January/December Base year: 2010. National Accounts were rebased on a FY basis and this rebasing was then applied to CY historical data.  As a result real GDP and nominal GDP are not equal in CY 2010. Chain-weighted: No Primary domestic currency: Uganda shilling Data last updated: 08/2017",7860.33,8163.69,8833.48,9266.25,8988.26,8718.62,8801.12,9153.16,9912.36,10547.08,11232.37,11432.12,12100.93,12909.98,13903.22,15178.71,16179.69,16927.22,17955.38,19383.39,20147.36,21913.37,23459.79,24904.64,26349.94,28986.89,31030.28,33532.52,37029.29,40017.12,43084.94,46023.61,47054.71,49272.67,51519.86,54441.19,55705.92,58180.92,61231.63,64740.23,68773.59,73234.09,78616.1,2016
UKR,NGDP_R,Ukraine,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2016. Starting in 2014, the data was changed to SNA 2008. Revised National Accounts data is available from 2000 on an annual basis and from 2010 on a quarterly basis. The data excludes Crimea and Sevastopol from 2010.  The revised quarterly GDP data based on SNA 2008 excluding Crimea and Sevastopol are available from 2010. National accounts manual used: System of National Accounts (SNA) 2008. Also, SNA2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010. The reference year is 2010. Chain-weighted: Yes, from 2005 Primary domestic currency: Ukrainian hryvnia Data last updated: 09/2017",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1401.37,1193.97,922.153,810.183,730.371,707.178,694.34,692.934,734.037,801.77,844.582,924.957,1034.06,1065.82,1146.52,1240.71,1268.55,1076.53,1079.35,1138.34,1141.06,1140.75,1066,961.821,984.016,1004.09,1036.22,1072.9,1113.03,1158.06,1204.8,2016
ARE,NGDP_R,United Arab Emirates,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: U.A.E. dirham Data last updated: 09/2017,392.961,424.493,393.978,373.296,389.91,380.077,306.842,323.116,314.64,364.142,449.942,459.576,473.801,473.665,508.54,542,570.944,619.778,624.68,648.113,728.016,737.129,755.398,821.973,900.693,944.528,1037.39,1070.91,1105.33,1047.54,1064.59,1132.28,1190.08,1258.99,1300.34,1350.13,1391.13,1409.75,1457.04,1503.45,1549.83,1597.11,1646.27,2016
GBR,NGDP_R,United Kingdom,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2013 Chain-weighted: Yes, from before 1980 Primary domestic currency: Pound sterling Data last updated: 09/2017",838.462,831.931,848.7,884.52,904.639,942.519,972.239,1024.35,1083.63,1111.62,1119.59,1107.06,1111.04,1138.9,1183.14,1212.8,1243.71,1282.6,1323.53,1366.98,1418.18,1456.84,1491.76,1543.47,1582.49,1629.52,1670.31,1713,1702.25,1628.58,1659.77,1684.82,1706.94,1739.56,1792.98,1832.32,1865.41,1896.29,1924.67,1954.75,1988.33,2022.43,2057.36,2016
USA,NGDP_R,United States,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,"Source: National Statistics Office Latest actual data: 2016 National accounts manual used: Other GDP valuation: Market prices. Real Gross Domestic Product determined by chained Fisher quantity growth rates. Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: Yes, from 1980 Primary domestic currency: U.S. dollar Data last updated: 09/2017",6450.4,6617.75,6491.28,6792,7285.03,7593.8,7860.5,8132.6,8474.5,8786.38,8955.03,8948.43,9266.55,9521,9905.45,10174.75,10561,11034.85,11525.88,12065.9,12559.65,12682.25,12908.78,13271.1,13773.48,14234.25,14613.8,14873.75,14830.38,14418.75,14783.8,15020.58,15354.63,15612.18,16013.28,16471.53,16716.15,17080.69,17480.51,17813.83,18128.9,18438.21,18747.97,2016
URY,NGDP_R,Uruguay,"Gross domestic product, constant prices","Expressed in billions of national currency units; the base year is country-specific. Expenditure-based GDP is total final expenditures at purchasers? prices (including the f.o.b. value of exports of goods and services), less the f.o.b. value of imports of goods and services. [SNA 1993]",National currency,Billions,Source: Central Bank Latest actual data: 2016 Notes: Data for years between 1994 and last actual for this series are drawn from sources reported by national authorities.  Data prior to 1993 are drawn from previous surveillance work and reflect the staff's best effort to preserve previously reported data. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: Uruguayan peso Data last updated: 09/2017,285.727,291.157,263.961,255.301,252.512,256.238,278.932,301.06,305.476,308.848,309.766,320.728,346.167,355.367,381.242,375.723,396.681,416.704,434.54,421.656,414.169,399.836,371.643,380.292,397.936,425.018,442.438,471.38,505.207,526.646,567.742,597.05,618.174,646.842,667.792,670.268,680.01,703.81,725.628,748.123,771.315,794.454,818.288,2016
