,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 62,Region,IncomeGroup,SpecialNotes,TableName
236,Tonga,TON,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,206014741.617874,215782447.303599,220060124.393042,223885631.904234,238569089.26197597,243623559.19104102,250897276.234171,246175710.522125,247135566.38129,242083889.43726602,257613425.26354703,258262573.786811,267916551.081647,281185190.016932,291622428.116748,291652219.957187,291268454.012577,299187497.599441,310801072.398985,321274570.30459905,332846201.328788,344225802.381458,351484084.50725603,350248899.122712,355790426.443174,352900617.920528,338199569.657,348665521.603029,356684132.656626,369435481.362435,379751592.11098903,383129242.020835,371151991.169082,378815109.126643,392854758.93251604,406604675.495154,,,East Asia & Pacific,Upper middle income,,Tonga
239,Trinidad and Tobago,TTO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4275559984.9752297,4875723369.89356,5009438286.303639,5290197126.56465,5693865606.255529,5733372508.83879,5965965200.97432,6087820894.2977705,6405309787.74796,6580218398.45883,6812739398.50659,6883614534.41533,7281511366.54348,7402124228.0410595,7683967670.621109,7797533899.914959,8296977553.504741,9053810550.95357,9960683284.24948,10319205204.4799,10209242962.9907,10639636877.0922,11044926491.1004,9905818874.361559,9336144372.24169,8951372695.80987,8657604107.2167,8262694155.747159,7938993517.042609,7873336116.79828,7992098767.24022,8206450868.03787,8071273867.53485,7953959542.0983,8237589855.653741,8621227010.83134,9236306501.87017,9931140423.205791,10738002283.7083,11599707384.4149,12400244892.3938,12917152086.8173,13942348941.8823,15955821613.0323,17224244593.4512,18293696732.9071,20709938763.5846,21694528592.531002,22430064525.9668,21445251799.8021,22157948396.2042,22092725493.4615,22378600710.7753,22972510517.9854,22840206028.742996,22708070510.7513,21547684242.8646,,,Latin America & Caribbean,High income,,Trinidad and Tobago
240,Tunisia,TUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,5059838759.25667,5234649503.98211,5243127148.24647,5788922453.54199,6063769805.78455,6346925527.45564,7017173396.67458,8262210702.80844,8208122677.09934,8870910716.780771,9505721950.537941,10254473662.1489,10604263588.0956,11287228377.8119,12028519491.407,12920884029.6213,13633350985.0496,13566038004.7506,14201188696.3812,15017592776.3029,15865872502.4452,15636295165.5722,16684141330.1663,16696180452.7036,16987812491.2673,18338312910.4373,19054340645.5219,20541670811.7927,20991498253.4582,21658694425.0384,22168035419.8687,23752181151.3204,25044523892.6925,26242594452.9831,27831487634.4837,29142311722.7889,30248607447.2544,30648664524.242,32089890945.9271,34090950398.2115,35279543593.6845,37129671719.9944,39620931745.1446,41299978412.7428,42556922174.0953,44050929160.2627,43206394578.7341,44933641958.9213,46225373759.9553,47530389828.1403,48076708117.9265,48639094592.7065,,,Middle East & North Africa,Lower middle income,,Tunisia
241,Turkey,TUR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,87223088433.4233,88231447858.09401,93147199963.3346,101592209694.80199,107138186170.371,110163264444.38301,122515667576.661,128313734088.45801,137010833856.154,142602445508.02,147213508392.597,155408434678.66,166948736077.181,172395162312.107,182039765479.693,195099503401.08603,215509212811.679,222850900091.383,226200199795.871,224788453674.982,219287092514.76,229937096357.87802,238130278941.004,249967927425.63898,266745814041.43802,278059399486.543,297557011093.68896,325781896956.165,333342437320.651,334309943967.828,365287593706.882,367918683706.66205,386445725482.57794,416013712757.32794,396593579612.01,427838280228.851,459411309809.35706,494223953625.401,505631697588.642,488494296940.997,520930617525.373,489871115626.116,521371193152.986,550611019281.376,603713722601.455,658107442839.804,704896929955.4459,740356472380.379,746614346135.45,711490128211.88,771876943465.616,857659453212.553,898740828201.412,975055692562.386,1025433804379.52,1087550784487.64,1118833209911.47,,,Europe & Central Asia,Upper middle income,,Turkey
242,Tuvalu,TUV,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21441966.957086302,22215842.920588102,22835413.1400816,23774106.416132,26218913.5612789,24906804.466891102,23422019.8970655,25764977.086841896,29758862.861818,29293496.332269203,29009173.7113651,29483214.836311102,31808312.5649755,30747970.845236104,30332202.5905471,29185727.241215803,29809991.9476302,31703094.825509496,34234035.600248404,32716491.6760401,31823518.6204366,34513663.7342317,34573875.631695196,35022709.402957395,35805770.232174,36751811.4007961,37760003.4940883,,,East Asia & Pacific,Upper middle income,Value added is measured at producer prices up to 1999 and at basic prices from 2000 onward.,Tuvalu
243,Tanzania,TZA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013607979.2258,11428209018.671999,12233334531.6455,12486807780.9952,12559770962.6654,12711216782.5046,12910485667.9483,13371378628.0628,13979023119.3827,14471822572.7899,15008511791.0467,15734981143.0663,16511320979.4706,17501641753.9451,18755381230.7524,20046919269.2951,21616251925.8856,23383020790.5415,24472803075.3726,26544274428.1676,28021886853.3599,29530121806.7351,31407908612.0943,33890549126.6533,35632866873.3754,38220903384.9305,40883040260.5551,43728244107.3269,46770742999.1737,,,Sub-Saharan Africa,Low income,Tanzania reports using a blend of SNA 1993 and SNA 2008.,Tanzania
244,Uganda,UGA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,4040725190.97948,4272846981.4251103,4258119474.2820296,4117329863.4622,4133391029.7706704,4297151964.157121,4652400677.34485,4948383675.0089,5268748969.331221,5561380318.52851,5751488145.910871,6230373873.221021,6629344321.50412,7393259830.55903,8063984833.727221,8475248210.52868,8890981635.675259,9607056706.785091,9908901526.44096,10422545402.9094,11332713541.5573,12066309403.6009,12887691240.7456,13703812680.5547,15181733849.2939,16458885969.6458,17892249514.4798,19097649547.8574,20179411062.934,22084132071.51,22935098163.703,23754849079.7281,25001223021.179,26249635389.4967,27469592197.0848,,,Sub-Saharan Africa,Low income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Uganda
245,Ukraine,UKR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,206227774393.55103,211520534475.943,219712943088.034,205771640241.369,188464920358.88898,170185710406.27,145974909345.229,112496957167.7,98772328368.3653,88895095556.7317,86228242665.961,84589906068.8543,84420726258.884,89401549107.8179,97626491632.6427,102703069169.313,112357157681.839,125952373771.35901,129353087832.048,138795863286.96,149760737549.776,153205234500.227,130530859771.158,136013155905.036,143446998336.61,143789379505.015,143750945108.12,134331493522.85901,121203311658.854,124000201623.066,,,Europe & Central Asia,Lower middle income,The new base year is 2010.,Ukraine
247,Uruguay,URY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13898153417.8078,14244639652.4706,14020350842.5879,14044249772.0627,14387002606.1151,14537433688.5261,14982694339.0869,14434802061.5661,14707462732.9372,15570017275.9715,15933299002.5901,15893193051.5479,15683471266.1156,15726632118.8959,16181972312.504,17168573298.4845,17844237380.2906,18103953327.998,19076857127.3102,20259453769.2596,21443294873.3488,21777715886.2847,19652674362.9658,17633480146.672,17431996925.392,17687643440.8902,19245890919.8906,20784241387.3583,21092043004.1788,21324878283.0073,21388287462.7587,22145177998.4068,23901642370.5046,24536839535.8667,26323450897.9304,25942392895.3752,27389448612.4184,29730611918.9181,31074105589.3155,30471512762.9504,29883433701.7515,28734675671.7126,26512908476.5253,26726412664.5153,28063845214.0835,30157445140.9639,31393471360.6002,33447078695.1282,35847289447.5161,37368467088.1659,40284481661.8726,42364020194.0113,43862934935.8843,45897095493.5399,47383606590.882996,47559277174.2884,48250518688.4947,,,Latin America & Caribbean,High income,,Uruguay
248,United States,USA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,3078071080474.67,3148866715325.58,3340947584960.44,3487949278698.7,3690250336863.23,3926426358422.47,4181644071719.94,4286185173512.94,4491922061841.55,4631171645758.64,4779684394200.0,4937197781100.0,5197055474100.0,5490331802900.0,5461938301500.0,5451141221800.0,5744744596800.0,6009496747300.0,6343726022200.0,6545183142700.0,6529173871800.0,6698571354500.0,6570568952800.0,6874947746100.0,7374006181400.0,7686570948200.0,7956493688100.0,8231927424700.0,8577995347000.0,8893710527300.0,9064413765500.0,9057698437100.0,9379735498400.0,9637289595800.0,10026408985500.0,10299024618300.0,10689963360600.0,11169624848700.0,11666663209400.0,12213269668400.0,12713058213400.0,12837135352100.0,13066422980900.0,13433168199500.0,13941713404100.0,14408093840400.0,14792303791800.0,15055395304800.0,15011490541400.0,14594842181900.0,14964372000000.0,15204019634600.0,15542161722300.0,15802855301300.0,16177455297100.0,16597445985800.0,16865603627700.0,,,North America,High income,Fiscal year end: September 30; reporting period for national accounts data: CY.,United States
249,Uzbekistan,UZB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,17896955795.4981,19532483825.5126,20136290320.8457,20458470967.0987,20357815289.1324,18077739977.2729,17661951956.7725,16743530456.4451,16592838681.2958,16874916939.4794,17752412619.8816,18515766362.5365,19311944316.6708,20045798199.4212,20887721725.4289,21723230593.7918,22635606278.4075,24378547961.2961,26085046319.8044,27989254700.4723,30766111720.2779,33535061775.1937,36251401777.576004,39332770928.9426,42597390915.6831,46090376971.1726,49777607129.3753,53656538300.8001,57949061364.2825,62469088151.5761,,,Europe & Central Asia,Lower middle income,,Uzbekistan
250,St. Vincent and the Grenadines,VCT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,141860740.51374298,148283178.09753898,153761146.903231,144127490.527538,149416573.89306,150738813.551505,150738813.551505,136382730.130802,145260844.745812,149416532.31581202,165472667.852549,170383980.337729,214396699.377939,190595803.444466,173784126.147046,160561396.944617,177222564.602279,200668058.215132,220287488.684503,227739503.674186,233303620.538879,244068261.229677,254993805.87237203,260521750.53082404,277684007.188032,294839070.981242,311352223.63406,312716165.272801,356728510.117774,361740813.739687,376752778.256294,381031700.791002,405330484.275883,422561177.084208,417288724.61810696,449701266.580621,455489484.815008,471458141.820791,490738343.51922804,504041857.315594,512295232.19386506,521052481.747334,554000247.630456,596601710.1230731,621398173.2731191,636858589.9926059,685822566.0432191,674975779.950493,719976499.117464,704863751.350368,681225962.962963,678369231.792218,687735089.1099889,700336363.178314,708405051.918518,719761378.433457,741359054.388922,,,Latin America & Caribbean,Upper middle income,,St. Vincent and the Grenadines
251,"Venezuela, RB",VEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,101424166978.81699,104662153225.35199,113592905434.90302,118024109201.481,131159419843.81099,136619411610.187,138682706425.703,142612792694.43802,153076625094.81,154157402394.293,166045889279.29,168502191523.948,170663746122.915,182797866614.208,186580563560.042,191984417648.251,206820473990.499,219789738174.97897,224947975566.04398,226667376991.814,216645681560.036,215859667406.3,211389200590.124,203430783769.25897,206364590586.349,206763493672.953,220224510503.58102,228112181548.54898,241391432046.89102,220704471130.257,234979505783.017,257842748464.95602,273469239294.94,274222341194.53198,267779465547.17603,278361206869.49603,277810504694.21,295509621373.102,296378582664.581,278683423431.669,288958325655.93604,298766253481.817,272308567664.09198,251190221180.977,297124388969.884,327781427315.394,360140498569.97296,391665680931.31,412337224224.589,399132938335.424,393190682070.491,409611997426.649,432656592166.664,438467577052.739,,,,,,Latin America & Caribbean,Upper middle income,,"Venezuela, RB"
252,British Virgin Islands,VGB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latin America & Caribbean,High income,,British Virgin Islands
253,Virgin Islands (U.S.),VIR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3980912284.8384795,3967611883.98962,4084246168.35652,4232596793.20915,4386062956.8498,4563060598.91535,4606031124.73473,4300121905.21103,4339000000.0,3985004715.8689,3386486677.67036,3190049988.21033,3159356755.4822,3165495402.02782,,,,Latin America & Caribbean,High income,,Virgin Islands (U.S.)
254,Vietnam,VNM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,22466506503.8517,23321549315.0894,23972055325.3215,24831086648.2253,26106165845.6517,28028757795.2627,29458481786.1674,31214455910.1046,33913272582.3353,36650999734.9207,39890574620.3549,43696326983.664,47777571569.0438,51672439404.9752,54651074161.6117,57259890667.8823,61146300622.5134,64933025784.1857,69037326105.908,73800255066.9558,79362145321.3725,85351803030.4192,91307613276.967,97817393659.7482,103355590690.416,108934619580.606,115931749697.241,123166241860.41699,129629226783.14,136657571781.858,144834688912.566,154508616051.56198,164104855205.203,,,East Asia & Pacific,Lower middle income,,Vietnam
255,Vanuatu,VUT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,270194371.440611,239392735.358929,249446399.771793,276137456.441239,314335812.940872,344468159.09959304,347857689.095483,347398092.2652,337344400.87191004,331570710.01946,336655005.626486,376065472.454309,387871376.91635,397925067.08325696,400912450.159245,437220634.090318,441644258.79391795,451927747.37596697,474132041.467201,494526670.126537,496182287.14040196,525566423.17906797,507231997.729233,481306261.675084,501970814.77406204,521973121.06749505,549652584.773368,596181554.777833,627025086.554647,667458933.182145,689570618.189538,700804286.224354,709376703.207254,721824490.38557,736038269.045342,753195366.8408741,747161562.612567,777052317.457476,,,East Asia & Pacific,Lower middle income,"Based on official government statistics, value added is measured at producer prices through 1997 and at basic prices from 1998 onward.",Vanuatu
257,Samoa,WSM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,347174968.89755696,348671417.911986,353160764.955273,367002888.277493,387204849.768119,389075421.056572,383463787.354546,397679992.869123,380096767.051664,371354514.715086,370611841.518666,385806881.40799505,375999298.46060896,401092145.128353,429886413.441617,432652409.15707797,442148637.719997,451811525.851738,483071417.87258494,516595443.064105,539036326.357249,563376399.248644,589432568.68625,613932286.854851,626019434.414467,665600400.621534,672316885.457422,639990059.559112,643056627.690783,680215939.77829,682951112.692302,669743802.802265,677754925.4623411,688834700.500741,734043212.831388,,,East Asia & Pacific,Upper middle income,"Fiscal year ends on June 30; reporting period for national accounts data: FY. Data are revised from Samoa Bureau of Statistics and Central Bank of Samoa. The base year is 2008/09. Other methodological changes include increased reliance on summary data from the country’s Value Added Goods and Services Tax system, incorporation of more recent benchmarks, and use of improved data sources.",Samoa
258,Kosovo,XKX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263724315.43845,4144078630.6756,4115030782.42316,4361115614.511829,4475033482.42383,4745022533.73323,4958692405.24165,5319986848.90329,5460690853.41224,5643168877.5270605,5829933774.83444,6099252132.02091,6270547045.36458,6486283003.54946,6565320557.98225,6832951280.55449,7065141676.22805,,,Europe & Central Asia,Lower middle income,WB-3 code changed from KSV to XKX to align with ISO provisional code.,Kosovo
259,"Yemen, Rep.",YEM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11726469034.6043,12464473641.8714,13487507548.3168,14027273066.0712,14970179224.8209,15818894272.6875,16552094852.0882,17417953478.8349,18464196749.6554,19161318128.8034,20345854642.0114,21119738902.2012,21950849521.3131,22773435257.8429,23678154700.757004,25002177460.5819,25794848834.8019,26655991279.524,27628287079.3955,28696460069.1904,30906749533.221,26976988196.3488,27622544882.6658,28954923601.7352,28900288489.0851,20780222149.6907,18748089228.2178,,,Middle East & North Africa,Lower middle income,"Based on official government statistics and International Monetary Fund data, national accounts data have been revised for 1990 onward. The base year has reverted to 1990.","Yemen, Rep."
